order,aggression,stress,tension,suspicious,balance,confidence,vitality,self_regulation,depression,neuroticism
1296,40.03565464,29.92849801,63.69993576,32.47137351,64.80722086,75.47150199,23.54293973,69.83578311,15.99277914,31.46421689
1297,40.06755139,29.93958191,63.71018576,32.47196413,64.82660921,75.4824818,23.5795621,69.84276713,15.96456531,31.46605835
1298,40.66636714,31.05590971,64.78837159,33.19621466,63.91190081,74.57538119,22.9811547,69.18638342,16.80694449,32.49504369
1299,40.8846783,31.07701745,64.67123091,33.30391221,63.69991821,74.36145038,22.35183343,68.82876909,17.15778353,32.60586832
1300,40.7649216,30.73703511,64.40914863,33.05337566,64.04662434,74.7326811,22.78845406,69.1326811,16.72548918,32.19520539
1301,40.58362375,30.92175459,64.66902019,33.09996985,64.01820923,74.68912271,23.09633403,69.3,16.70543865,32.37085317
1302,40.63110696,31.11183247,64.89923711,33.16221392,63.9814884,74.63778608,23.3370232,69.38740464,16.68740464,32.52442783
1303,40.43324103,30.42879043,64.12879043,32.81988924,64.31571555,74.99346256,23.02906734,69.38901196,16.49318565,31.93324103
1304,40.5352818,30.66464839,64.38816959,32.97056359,64.141197,74.82943641,23.01760599,69.3235212,16.6235212,32.14112719
1305,40.06681803,29.96685296,63.73349634,32.50013972,64.76646874,75.43314704,23.49979043,69.79982535,16.03353126,31.50017465
1306,40.63982106,30.66438422,64.35493685,33.04926843,64.07529473,74.76395789,22.80363684,69.19607894,16.71147895,32.17194212
1307,40.73409701,31.20229103,64.71501342,33.22773582,63.54452837,74.19770897,22.10407016,68.69134777,17.44274924,32.74911043
1308,40.59912976,31.25055393,64.89390835,33.42397161,63.56745769,74.22497351,22.21553258,68.70994188,17.25142417,32.7552744
1309,40.53052146,30.69184921,64.33080628,32.96976335,64.02995184,74.70815079,22.68198954,69.13867226,16.83981151,32.21365025
1310,41.08299148,31.07460311,64.71588454,33.41588454,63.75122239,74.41347474,22.48058167,68.86380494,17.00683578,32.57879729
1311,40.84980983,30.81298774,64.47616565,33.10252148,63.99747852,74.67906748,22.75271165,69.07906748,16.76569939,32.25775461
1312,40.57008186,30.82850871,64.53288883,33.06644441,64.00727489,74.68537431,22.88685965,69.20801756,16.77082453,32.30660813
1313,39.89112797,29.75061904,63.54429166,32.33796428,64.99621727,75.64938096,23.74305358,70.00254465,15.80378273,31.29745535
1314,40.62584077,30.93345154,64.53557538,33.12371692,63.80383462,74.47587,22.42926231,68.93179923,17.08938077,32.45675538
1315,39.99641875,29.88020769,63.65768173,32.43515577,64.85852933,75.51979231,23.59726635,69.88105529,15.94147067,31.41894471
1316,39.98817456,29.870061,63.64880337,32.42754575,64.86931019,75.529939,23.60868138,69.89056781,15.93068981,31.40943219
1317,39.91827893,29.7840356,63.57353115,32.3630267,64.96071217,75.6159644,23.70545994,69.97121662,15.83928783,31.32878338
1318,40.57756293,30.56939841,64.26123389,32.94490485,64.15509515,74.85101289,22.86734193,69.25101289,16.63674033,32.05715163
1319,40.55122641,30.80037303,64.49571609,33.07929243,63.99276589,74.67413811,22.78124787,69.15330619,16.79559174,32.28873067
1320,40.79104079,30.76040492,64.42976905,33.0684973,64.0315027,74.71618476,22.77745651,69.11618476,16.73786143,32.21445111
1321,40.02376128,29.91386004,63.68712753,32.46039503,64.82277371,75.48613996,23.55940746,69.84950621,15.97722629,31.45049379
1322,40.67997149,31.03991448,64.59593729,33.15196009,63.69607982,74.36008552,22.28809692,68.83207412,17.24789738,32.57590878
1323,40.69627181,31.02339149,64.71404522,33.26917793,63.83082207,74.4981101,22.66166995,69.01493856,16.93179282,32.50937208
1324,40.64927809,30.94783427,64.5284118,33.10898933,63.78202134,74.45216573,22.39245449,68.91187696,17.13740113,32.47768989
1325,41.27279474,31.19144792,64.81010111,33.34740748,63.75259252,74.41191911,22.57461274,68.81191911,16.96606067,32.5694277
1326,40.71553051,31.14659153,64.67416712,33.20174271,63.59651457,74.25340847,22.16719627,68.73962067,17.37590984,32.68969763
1327,40.56123736,30.55479133,64.24834529,32.93545321,64.16454679,74.86132377,22.87421585,69.26132377,16.62900717,32.04512227
1328,40.15066728,30.11097038,63.87448542,32.59036418,64.65254466,75.32078714,23.43987784,69.72475683,16.13554627,31.63081883
1329,40.51323026,30.42943864,64.14266889,32.85589915,64.37199332,75.03230256,23.12491435,69.42348239,16.40154617,31.92943864
1330,41.23846827,31.16073476,64.78300126,33.32753426,63.77246574,74.43359899,22.58906599,68.83359899,16.94980076,32.54413451
1331,40.51575836,30.62256503,64.32606688,32.94552415,64.1457212,74.8334647,22.94202229,69.29474721,16.64727508,32.11381038
1332,40.56749091,30.63819567,64.309271,32.99962944,64.06823203,74.75859048,22.74252121,69.18108745,16.75747879,32.15747879
1333,40.33449926,30.30790093,64.04336537,32.73745463,64.45416185,75.13051889,23.22509074,69.53642963,16.3310613,31.8108563
1334,41.04116928,31.03338267,64.67887641,33.37887641,63.78341645,74.44837672,22.51066958,68.89509637,16.9776505,32.53727598
1335,40.64974394,30.96893497,64.56647859,33.11673465,63.79411511,74.46259007,22.47047133,68.94928393,17.10440064,32.48863812
1336,40.81428018,30.82313314,64.49214777,33.22313314,63.92998464,74.60785223,22.62998464,69.04769056,16.85230944,32.34969203
1337,40.56854605,30.84571053,64.58445395,33.06391448,64.05098684,74.72714473,23.06093421,69.3,16.68642763,32.30398685
1338,40.70233533,30.93480572,64.54009556,33.19704549,63.78671932,74.45658427,22.40492419,68.92546438,17.09938082,32.49077081
1339,41.06364334,31.19472318,64.80296729,33.40684207,63.65820331,74.31451002,22.37568062,68.76694196,17.13305804,32.67287654
1340,40.61804413,30.83445838,64.52265397,33.09280542,63.97965095,74.65604212,22.82523871,69.17802106,16.81641425,32.33445838
1341,40.80907566,31.23405468,64.75054101,33.25736873,63.53838492,74.19009185,22.12248155,68.67701938,17.42581152,32.76303053
1342,40.57225524,30.71676571,64.35896152,33.00115733,63.99768534,74.68323429,22.65433219,69.11213638,16.86011885,32.23121676
1343,40.63137302,30.79089741,64.47400659,33.09518278,63.98792641,74.67103559,22.7235848,69.10481722,16.79518278,32.27025308
1344,40.71284784,31.13854352,64.66826525,33.19798698,63.60402605,74.26145648,22.17631734,68.74659561,17.36625223,32.68111309
1345,40.59166055,30.92774921,64.68885624,33.08332109,64.04723242,74.71667891,23.20553515,69.36110703,16.66110703,32.36664218
1346,40.66610796,30.82795674,64.45129153,33.06610796,63.91463504,74.59333915,22.57630244,69.02741258,16.94499346,32.33221592
1347,40.60311606,30.61784693,64.31784693,32.95892346,64.16317284,74.84844197,22.9441926,69.27422098,16.61104815,32.09206791
1348,40.26273233,30.20797826,63.94448097,32.68098369,64.5102731,75.19202174,23.22852446,69.57377038,16.2897269,31.72622962
1349,40.86949108,30.91162603,64.56949108,33.17549773,63.91801997,74.59209077,22.69904871,69.03422572,16.85280969,32.37273223
1350,40.7507297,30.7507297,64.42305175,33.06443961,64.03230416,74.71765113,22.7697508,69.12090736,16.741646,32.21165494
1351,40.99352587,31.07769307,64.72030635,33.31701023,63.78298977,74.44855773,22.53655071,68.8753382,16.97110085,32.52413213
1352,40.09731022,30.03618767,63.78652389,32.53686011,64.69976678,75.36381233,23.42133944,69.73864422,16.114615,31.57214211
1353,40.62817435,31.06476822,64.8208445,33.14433235,63.96367855,74.62362406,23.19239773,69.32002724,16.74419614,32.4966756
1354,40.34712859,30.31185057,64.03536925,32.75888793,64.39990877,75.08814943,23.11166811,69.47639009,16.40009123,31.82360991
1355,41.0667783,31.00711743,64.64745656,33.22813481,63.87186519,74.54203476,22.6613565,68.94203476,16.86847393,32.41762612
1356,40.84741028,31.09786886,64.81806713,33.24741028,63.89298626,74.55258972,22.98483274,69.15861209,16.81006203,32.52919473
1357,40.53493252,30.8048656,64.5620279,33.0143246,64.12695928,74.79837813,23.21121697,69.39844618,16.59682432,32.25723035
1358,40.93362,30.88797579,64.54233158,33.15104316,63.94895684,74.62613474,22.71742316,69.02613474,16.80539895,32.31950947
1359,40.72711578,31.15235384,64.79436683,33.34939931,63.67811693,74.33462667,22.45060069,68.88925869,17.15087658,32.6861796
1360,41.27669018,31.19493332,64.81317646,33.34966274,63.75033726,74.40945883,22.57297256,68.80945883,16.96790587,32.57229803
1361,40.69100481,31.07301442,64.62021057,33.16740673,63.66518655,74.32698558,22.25058366,68.80338751,17.2876173,32.61121538
1362,40.24456447,30.18070559,63.92631908,32.72666875,64.5466625,75.21017171,23.2557852,69.61017171,16.2533375,31.74456447
1363,41.04029617,31.02837787,64.68070468,33.22973958,63.87423319,74.54245106,22.71725277,68.97423319,16.85822979,32.43700426
1364,40.83798062,31.16729506,64.71130401,33.23798062,63.61936663,74.27603578,22.2413711,68.74536514,17.30195974,32.67596123
1365,40.55800611,30.67401832,64.32761343,32.98120855,64.0375829,74.72598168,22.70277924,69.14918412,16.80882198,32.18561954
1366,41.26420693,31.1837641,64.80332126,33.34243559,63.75756441,74.41734299,22.57822866,68.81734299,16.96199276,32.56309984
1367,40.60463923,30.63951898,64.31335917,32.97847942,64.0910008,74.78228086,22.7910008,69.1910008,16.71771914,32.13079904
1368,40.10712198,30.01645782,63.77690059,32.53734337,64.71376357,75.38354218,23.44398495,69.75332079,16.08623643,31.54667921
1369,41.28286122,31.20045478,64.81804833,33.35323544,63.74676456,74.40556133,22.57037422,68.80556133,16.970829,32.57684511
1370,40.20027205,30.13110406,63.87721605,32.62332804,64.59195194,75.26889594,23.31500793,69.64583994,16.20804806,31.65416006
1371,40.57485011,30.84930051,64.59920058,33.04970022,64.07524982,74.75029978,23.14950036,69.34990007,16.64990007,32.29940044
1372,40.62123625,30.62123625,64.30911263,33.01315383,64.103011,74.79492858,22.80705221,69.20705221,16.68890658,32.12527746
1373,39.88504556,29.74313299,63.53774137,32.33234974,65.0041712,75.65686701,23.75147538,70.00956282,15.7958288,31.29043718
1374,40.59717267,30.95347248,64.71825426,33.09434535,64.03804554,74.70565465,23.22390891,69.36478178,16.66478178,32.38869069
1375,41.12182485,31.06715893,64.70224315,33.29632792,63.81733856,74.48317236,22.60275406,68.89342222,16.92116228,32.48857667
1376,40.31817298,30.27621289,64.00418628,32.73215967,64.4377738,75.12378711,23.15176049,69.50980041,16.3622262,31.79019959
1377,40.82645242,30.93032364,64.61845264,33.25316216,63.90322508,74.57354758,22.73974154,69.08038656,16.85225868,32.43329139
1378,40.58880747,30.94097504,64.69303459,33.10517589,64.0162604,74.68563713,23.12661217,69.31224931,16.70105678,32.38585316
1379,41.11999606,31.11999606,64.75799646,33.47866299,63.70400315,74.36267008,22.42466969,68.82466969,17.05466378,32.6406626
1380,41.28121817,31.24978985,64.8779537,33.37142476,63.733065,74.3881674,22.6216349,68.82408548,16.97265005,32.61958683
1381,40.60282009,31.20260396,64.9111723,33.33698539,63.72874124,74.38589954,22.66008645,68.97440304,17.01984871,32.6683306
1382,40.65985224,31.07090084,64.83940894,33.19686844,63.95793804,74.61683318,23.19686844,69.32283603,16.732449,32.51609436
1383,40.11146345,30.05651889,63.80361423,32.55070957,64.67880262,75.34348111,23.39842567,69.71993344,16.13689583,31.59184039
1384,40.53588696,30.79842841,64.48709568,33.10776661,63.96390158,74.64690249,22.67712309,69.09223339,16.83043206,32.29465083
1385,40.6767422,30.70347631,64.37525697,33.06188991,64.03513963,74.72177257,22.73513963,69.14108054,16.76486037,32.20644677
1386,40.0529531,29.94720007,63.71930441,32.52025048,64.79125557,75.44799297,23.52009731,69.82395819,16.00874443,31.50488354
1387,40.53791635,30.54212928,64.24212928,32.99268442,64.16208365,74.84944486,22.84944486,69.2705095,16.63791635,32.08004563
1388,40.44964822,30.48992964,64.21007036,32.86978893,64.26042213,74.95035178,23.04098497,69.38559802,16.52447234,31.98489447
1389,41.0073664,30.95395941,64.60055242,33.19373844,63.90626156,74.57955806,22.68637204,68.97955806,16.84033145,32.37384893
1390,40.72487275,30.70120194,64.37753112,33.03018949,64.06981051,74.7579751,22.80531673,69.1579751,16.70651867,32.16569571
1391,41.2876918,31.25188763,64.85342615,33.37440529,63.69426606,74.34951084,22.50167858,68.75846189,17.04307664,32.63552407
1392,40.02964084,29.92109642,63.69345937,32.46582231,64.81508506,75.47890358,23.55126653,69.84272211,15.98491494,31.45727789
1393,40.85172518,30.85531421,64.52660195,33.11893098,63.98465805,74.66312386,22.79232903,69.09183612,16.76868452,32.29430066
1394,41.26135603,31.22674894,64.83157943,33.35854397,63.71117482,74.36791596,22.5149961,68.77656773,17.02826277,32.61427589
1395,40.68734963,31.08156448,64.64885849,33.1693151,63.68869163,74.34966046,22.34185422,68.85114151,17.24011124,32.6088863
1396,40.12321739,30.03626755,63.79423411,32.55220066,64.69271572,75.36373245,23.421699,69.73474917,16.10728428,31.56525083
1397,40.07486947,29.97676242,63.74216712,32.50757181,64.75593993,75.42323758,23.48864228,69.79053523,16.04406007,31.50946477
1398,40.71118306,30.78639894,64.44589808,33.16904143,63.93674441,74.61649398,22.6049223,69.06278068,16.8806131,32.32979272
1399,40.5,30.5,64.2,32.9,64.2,74.9,22.9,69.3,16.6,32
1400,40.63620387,30.7207442,64.37377735,33.01741713,64.01682928,74.70273923,22.70273923,69.12152597,16.81135083,32.21604751
1401,40.64307226,31.03020897,64.62080077,33.18614452,63.72028712,74.38662306,22.33612697,68.85395118,17.18070506,32.55545702
1402,40.57896291,30.9173754,64.65685686,33.1086877,64.00259272,74.67439168,23.03536499,69.26615875,16.72972479,32.37225374
1403,40.75861661,31.02757787,64.66550989,33.24137392,63.78276521,74.45173122,22.47931699,68.89310987,17.02413123,32.50344032
1404,39.9512601,29.82462781,63.60904934,32.39347086,64.91758295,75.57537219,23.65979371,69.93316143,15.88241705,31.36683857
1405,40.6089663,30.72631461,64.43260113,33.02363484,64.08055618,74.76588764,22.91676405,69.23713483,16.68591573,32.19697753
1406,40.60163217,31.10011378,64.83399117,33.23393428,63.86122609,74.52250908,22.90967925,69.14513193,16.8661795,32.5517175
1407,40.55917885,30.76038696,64.43967436,33.08049551,63.98547665,74.67068194,22.67364088,69.09731242,16.81748229,32.25742802
1408,40.67577051,31.02731152,64.58669511,33.14607871,63.70784258,74.37268848,22.30238028,68.84299668,17.23277382,32.56246562
1409,40.61275249,30.68092842,64.35208476,33.07043981,64.02431588,74.71120513,22.69285007,69.14529309,16.79666132,32.21763853
1410,40.77847158,31.12302116,64.87021973,33.20207087,63.93096814,74.58848942,23.15487229,69.25280143,16.75103543,32.52862402
1411,40.87531172,30.83580522,64.49629872,33.11728573,63.98271427,74.66296102,22.74197401,69.06296102,16.77777923,32.27654547
1412,40.5618166,30.81999182,64.55271825,33.05635964,64.05454917,74.73273155,23.0236332,69.28545492,16.69090677,32.28362911
1413,40.56665917,30.58887889,64.2722141,32.94999438,64.13056337,74.82500843,22.83056337,69.23056337,16.67499157,32.08332396
1414,40.54716096,30.68156969,64.35563116,32.99432191,64.05380103,74.74201079,22.76559127,69.17973956,16.7674214,32.18392773
1415,39.98170637,29.86210014,63.64183762,32.42157511,64.8777686,75.53789986,23.61763734,69.89803112,15.9222314,31.40196888
1416,40.56957035,30.8916553,64.61999877,33.10871105,63.99386563,74.66809884,22.95668695,69.22785297,16.7520241,32.35558178
1417,40.63019709,31.12987242,64.79116518,33.35041156,63.68624931,74.35106091,22.36513627,68.81440003,17.10671301,32.6193159
1418,40.61079073,30.99381009,64.65265925,33.16906319,63.83280788,74.50115339,22.62777136,69.02144046,16.98935026,32.48747919
1419,40.62691793,31.17085193,64.93431089,33.23542596,63.88270517,74.53737734,23.1175736,69.2456066,16.80850803,32.5983274
1420,40.55173829,30.542608,64.23956457,32.94869486,64.178696,74.86956571,22.88478286,69.27565257,16.61521714,32.04869486
1421,40.84166186,30.96202002,64.65425498,33.2300143,63.91269343,74.58163326,22.80681949,69.0981089,16.82906875,32.43484237
1422,40.55764928,30.80265872,64.46302484,33.09096324,63.93697516,74.61895976,22.60454744,69.05499056,16.89184948,32.30986488
1423,40.73987736,30.81983647,64.51256746,33.14714637,63.98919869,74.66739166,22.80550286,69.14735077,16.77445626,32.31256746
1424,40.6277311,30.63396189,64.32150032,33.04019267,64.08473047,74.77538429,22.78161508,69.19407665,16.70903875,32.14953885
1425,40.55127463,30.69441629,64.40082562,33.03032301,64.07608632,74.76326767,22.86368047,69.22949739,16.70468569,32.1901434
1426,40.45550354,30.66018725,64.36612012,33.00085864,64.10804065,74.78727564,22.84660425,69.22880566,16.68306006,32.16018725
1427,40.66910021,30.7403003,64.40915027,33.15810033,63.9641497,74.64634968,22.62409965,69.09529974,16.85365032,32.29815038
1428,40.34079798,30.25323687,63.98507728,32.70099748,64.51840403,75.18656363,23.26616464,69.56268333,16.26567576,31.75323687
1429,40.58402405,31.02705997,64.67359011,33.25137331,63.74932554,74.41877134,22.40349424,68.87987974,17.08122866,32.53469852
1430,40.18939877,30.11772157,63.86550637,32.61329117,64.60617084,75.28227843,23.33006324,69.65838603,16.19382916,31.64161397
1431,41.17823901,31.14740996,64.76263009,33.30848486,63.76453973,74.42600342,22.55702686,68.83371068,16.98150944,32.54721556
1432,41.27769631,31.19583354,64.81397077,33.35024523,63.74975477,74.40882339,22.57254892,68.80882339,16.96838246,32.57303938
1433,40.53848066,30.61544198,64.28465745,32.95387292,64.09225415,74.78455802,22.76916576,69.19995029,16.73853037,32.12313811
1434,40.6970351,31.16554079,64.7298055,33.22839184,63.62203036,74.27824479,22.27824479,68.79208729,17.30494781,32.69181214
1435,40.55820262,30.60185459,64.28366627,32.98730394,64.10178307,74.79450774,22.78359475,69.21269606,16.71276758,32.12004291
1436,40.52390467,30.57171401,64.25259027,32.93346654,64.13306693,74.82828599,22.81872412,69.23784786,16.68605681,32.07649494
1437,40.59164409,31.06580267,64.78970982,33.22673112,63.8613153,74.52545457,22.84421664,69.11671181,16.87891681,32.52595741
1438,40.59577607,31.17478595,64.83560483,33.35275961,63.66017124,74.32099012,22.38193853,68.8254731,17.14418222,32.67043249
1439,41.02579543,31.21928815,64.83936724,33.37111271,63.67420457,74.33214094,22.42468093,68.76579184,17.09214452,32.64777997
1440,39.97589641,29.85494943,63.63558075,32.41621208,64.88536623,75.54505057,23.62568189,69.90473491,15.91463377,31.39526509
1441,39.9289039,29.7971125,63.58497344,32.37283437,64.94681797,75.6028875,23.69074844,69.95895703,15.85318203,31.34104297
1442,40.65769591,30.86894892,64.57787511,33.16183472,63.96791923,74.64114068,22.86429527,69.1928858,16.79935143,32.37787511
1443,40.58374008,30.59896555,64.29135281,33.02941649,64.10103445,74.79342172,22.78580898,69.21625992,16.69896555,32.12941649
1444,41.08319947,31.11676491,64.77480811,33.27341549,63.83497587,74.49721476,22.74895553,68.96434563,16.88111054,32.51187292
1445,40.77091814,31.14343057,64.68257293,33.2132491,63.62006586,74.2777349,22.21847156,68.75393063,17.3238594,32.66882915
1446,39.99281567,29.9216319,63.71061161,32.44620349,64.85844983,75.51395998,23.66522548,69.90951099,15.92820321,31.4527748
1447,41.03889002,31.03113621,64.67685952,33.37685952,63.78517099,74.45027883,22.51230934,68.89680171,16.97605994,32.53501311
1448,41.30578125,31.22096217,64.83614309,33.36650493,63.73349507,74.39108553,22.56072369,68.79108553,16.98168585,32.59373355
1449,40.28809122,30.2391892,63.97179055,32.7043919,64.47711148,75.1608108,23.19341215,69.54451013,16.32288852,31.75548987
1450,41.32859682,31.349056,64.92630092,33.42170911,63.60668376,74.25553581,22.39875007,68.67599499,17.15239788,32.73653051
1451,40.69876788,31.09630363,64.63728933,33.17827503,63.64344994,74.30369637,22.22418922,68.78320352,17.31556436,32.63605721
1452,39.90291802,29.76512987,63.55698864,32.3488474,64.98079951,75.63487013,23.72672889,69.98894075,15.81920049,31.31105925
1453,40.56054887,30.78256138,64.5229273,33.02109774,64.09908522,74.77890226,23.10182956,69.34036591,16.64036591,32.24219547
1454,40.70464241,30.84107068,64.47285654,33.12283284,63.8998578,74.57711976,22.56347693,69.01804824,16.94561829,32.35926111
1455,40.57504321,30.88845896,64.62818772,33.08981517,64.02342774,74.69694191,23.05008642,69.28234277,16.71035766,32.3443159
1456,39.89468907,29.75500193,63.54812669,32.34125145,64.99156045,75.64499807,23.73812283,69.99843569,15.80843955,31.30156431
1457,40.7011835,30.96272206,64.58224866,33.20177525,63.79360932,74.46141996,22.47751464,68.95798805,17.07479307,32.50698243
1458,41.05364863,31.03634711,64.68011717,33.35849027,63.79341429,74.45881125,22.53234271,68.89773967,16.96333191,32.52337097
1459,40.90562261,31.14899618,64.8060479,33.32471074,63.75142911,74.41325286,22.56595785,68.88006129,16.99607855,32.58218775
1460,39.87104467,29.72590113,63.52266349,32.31942585,65.02248005,75.67409887,23.77086123,70.02571769,15.77751995,31.27428231
1461,40.54475202,30.6749397,64.3749397,32.97729894,64.10235924,74.79015414,22.9122051,69.26338471,16.68950403,32.16273461
1462,40.44263951,30.42940247,64.13822716,32.84705185,64.27500988,74.97059753,22.97942222,69.36618519,16.52499012,31.93381481
1463,40.68722763,31.13810231,64.75021996,33.29738108,63.65742198,74.31921226,22.30392838,68.78798976,17.19607162,32.64192329
1464,40.58705121,30.93904089,64.68824375,33.10816594,64.01075824,74.68047955,23.10438111,69.3,16.70976022,32.3860532
1465,40.55855947,30.77327754,64.51231719,33.01711895,64.10240088,74.78288105,23.09519824,69.33903965,16.63903965,32.23423789
1466,41.19654386,31.26798425,64.88761381,33.40901282,63.67312708,74.32847683,22.47135763,68.74633693,17.05543252,32.66082366
1467,40.53417673,30.54039068,64.23728371,32.95281859,64.15960932,74.85650234,22.85339537,69.26582327,16.64039068,32.05281859
1468,40.70660565,31.04346269,64.59973702,33.14702849,63.72390872,74.37899445,22.33408018,68.84636586,17.21083409,32.57041125
1469,40.1936074,30.12290142,63.87003874,32.61717607,64.60066724,75.27709858,23.3242359,69.65352992,16.19933276,31.64647008
1470,40.95790408,31.12641278,64.75681136,33.31028205,63.74209592,74.4054636,22.48605471,68.83476946,17.02859822,32.56413782
1471,41.13130487,31.19605409,64.82321122,33.36133818,63.72247452,74.38200626,22.51150469,68.79819356,17.01277626,32.59893026
1472,40.66904019,31.04834987,64.64939952,33.15149881,63.75472341,74.41761703,22.4918298,68.94130497,17.13598108,32.56071866
1473,40.06474932,29.96430686,63.7312685,32.49823015,64.76917396,75.43569314,23.50265478,69.80221232,16.03082604,31.49778768
1474,41.1243144,31.05859709,64.69287979,33.26144518,63.83855482,74.50569617,22.63713078,68.90569617,16.89572787,32.46002113
1475,40.71119588,31.13358765,64.66463095,33.19567424,63.60865152,74.26641235,22.18193399,68.7508907,17.36030518,32.67582683
1476,40.66191116,31.12789937,64.70547874,33.24751663,63.63528547,74.29579495,22.24050821,68.774776,17.275288,32.65554274
1477,40.70709419,31.12128256,64.65560721,33.18993186,63.62013628,74.27871744,22.19587977,68.76155512,17.34553907,32.6627014
1478,40.58320065,30.61723728,64.31723728,32.96429141,64.13949043,74.83192674,22.9075637,69.26218152,16.64160033,32.09832805
1479,41.10499986,31.05181306,64.68865373,33.2856043,63.8276924,74.49445065,22.61079677,68.90442317,16.91247245,32.47535703
1480,40.7142148,30.84717571,64.47330854,33.08466793,63.91191802,74.58975787,22.58975787,69.01930474,16.93240228,32.339789
1481,40.06963348,30.00877356,63.7609392,32.51310484,64.73035066,75.39122644,23.45208635,69.76514362,16.08703788,31.54789779
1482,40.67398227,31.0219468,64.58276099,33.14357517,63.71284965,74.3780532,22.30846029,68.84764611,17.22633616,32.55674325
1483,40.69745157,31.09235472,64.63439346,33.1764322,63.6471356,74.30764528,22.22866465,68.78662591,17.31082566,32.63184503
1484,41.11903682,31.11012982,64.74778078,33.44778078,63.72347525,74.38339373,22.45464977,68.83683576,17.03198972,32.61458332
1485,40.69511304,30.80660621,64.45085963,33.12995466,63.92475124,74.60384627,22.58990963,69.04565621,16.91009037,32.3344795
1486,40.58936118,30.66085013,64.36799903,32.98221229,64.12493661,74.81421326,22.94289337,69.27140442,16.64646782,32.135829
1487,41.08467671,31.02313179,64.66158687,33.23849704,63.86150296,74.5307305,22.65382033,68.9307305,16.87695212,32.43081442
1488,40.56541498,31.03871156,64.71947186,33.27325015,63.77672663,74.44594311,22.50751015,68.93059779,17.01172955,32.53101568
1489,40.57557878,30.82847699,64.55754575,33.04243692,64.05756308,74.73430807,23.05406443,69.30290688,16.69302003,32.2906876
1490,40.67668772,31.1852036,64.75161044,33.27923218,63.58374771,74.24065314,22.18032075,68.72684227,17.33691708,32.7153698
1491,40.64823803,30.94471409,64.52612367,33.10753324,63.78493351,74.45528591,22.39599069,68.91458112,17.13365691,32.4743617
1492,40.68231666,30.89839566,64.54775214,33.15321758,63.87925773,74.55562409,22.56912903,68.98938644,16.9342472,32.38489072
1493,40.84158238,30.942931,64.62040909,33.43301866,63.79085187,74.457069,22.48709822,68.97718588,16.99788717,32.55554058
1494,41.07565184,31.09765127,64.73531954,33.35465496,63.76734448,74.43067876,22.52600963,68.86001133,16.98132351,32.54998583
1495,40.5,30.5,64.2,32.9,64.2,74.9,22.9,69.3,16.6,32
1496,40.94399247,30.89725642,64.55052037,33.15704827,63.94295173,74.61958371,22.7130558,69.01958371,16.81031222,32.32715234
1497,40.65899744,31.16109461,64.80670075,33.3560716,63.6560614,74.31840411,22.3267724,68.7853504,17.15230689,32.65272632
1498,41.00971761,30.95606313,64.60240864,33.19509967,63.90490033,74.57807309,22.68538206,68.97807309,16.84144519,32.3755814
1499,41.14319898,31.07549382,64.70778867,33.27237836,63.82762164,74.49376907,22.62917938,68.89376907,16.9046732,32.47393609
1500,41.18808442,31.15680786,64.77079731,33.31441448,63.75821852,74.41912282,22.55204822,68.82694196,16.98704749,32.55515902
1501,40.84124319,31.0095275,64.66278186,33.17579929,63.86810594,74.53538399,22.72236656,69.02887527,16.9131958,32.45810729
1502,41.25821437,31.19155816,64.81240391,33.38325751,63.73340654,74.39174641,22.53755687,68.80424445,16.99160522,32.59573986
1503,40.54504056,30.8217183,64.5217183,33.10589971,63.97479719,74.65549409,22.75844395,69.13270648,16.80589971,32.30884957
1504,40.59516837,30.97980719,64.69566858,33.14981697,63.92639094,74.59466815,22.90396535,69.17707419,16.82999022,32.44411905
1505,40.62129618,30.69892574,64.36011096,33.06981465,64.04959274,74.71562981,22.7253335,69.15444458,16.77951835,32.24259236
1506,40.58538111,30.64546411,64.33281506,32.97589432,64.1051321,74.79564531,22.85256605,69.22726794,16.69170564,32.13281506
1507,40.60764913,31.13475864,64.7642299,33.31574835,63.65433029,74.3172099,22.29493767,68.79145068,17.19021417,32.64589476
1508,40.67447502,31.02342506,64.58384504,33.14426503,63.71146994,74.37657494,22.30678493,68.84636495,17.22811007,32.55832006
1509,40.25095138,30.16652812,63.90873975,32.64250906,64.58412583,75.25457769,23.3221163,69.62925071,16.20743184,31.67919161
1510,40.61081779,30.94327117,64.65213659,33.09503931,63.96506628,74.6340373,22.97092339,69.22907661,16.80390474,32.40780948
1511,40.48411186,30.75023814,64.41846187,33.01518898,64.02920254,74.69742627,22.75303474,69.16097881,16.80654577,32.26215424
1512,40.80924196,30.817953,64.48746436,33.217953,63.93431325,74.61253564,22.63431325,69.05173533,16.84826467,32.34408612
1513,40.72883453,30.72338609,64.39478177,33.05255635,64.04335732,74.72973621,22.76923741,69.13654677,16.74029736,32.19750599
1514,40.65756772,30.6862164,64.37189206,33.14351375,64.0137836,74.69945927,22.68513493,69.14243228,16.7862164,32.24351375
1515,40.56728095,31.10552859,64.77188811,33.3373262,63.69539284,74.36175237,22.36175237,68.82903332,17.10460716,32.60552859
1516,40.54783603,30.64350809,64.30523927,32.96697044,64.06605911,74.75649191,22.7373575,69.17562632,16.77220971,32.1530753
1517,40.18593016,30.10855063,63.86317148,32.67241316,64.62331152,75.28234589,23.33696673,69.67779416,16.17668848,31.67682669
